TRAVEL_ID,MVMN_SE,PAYMENT_SE,PAYMENT_SEQ,MVMN_SE_NM,RSVT_YN,PAYMENT_NUM,BRNO,STORE_NM,PAYMENT_DT,PAYMENT_MTHD_SE,PAYMENT_AMT_WON,PAYMENT_ETC
f_f003486,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,150000,
f_f003486,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,50000,
f_f003488,13,교통비,0,시내/마을버스,N,1,,,,,2400,
f_f003488,7,교통비,1,KTX/SRT(고속열차),N,1,3148210024,한국철도공사,2023-06-21 00:00,1,0,기차표 
f_f003494,13,교통비,0,시내/마을버스,N,3,,,,,8750,
f_f003494,4,교통비,0,택시,N,3,,,,,9400,
f_f003494,7,교통비,1,KTX/SRT(고속열차),Y,3,3148210024,한국철도공사 ,2023-06-09 03:18,1,22600,기차표
f_f003494,7,교통비,2,KTX/SRT(고속열차),Y,3,3148210024,한국철도공사,2023-06-09 03:21,1,23400,기차표
f_f003495,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,50000,
f_f003495,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,12000,
f_f003501,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,4500,
f_f003506,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,46050,
f_f003512,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,30000,
f_f003512,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,7000,
f_f003512,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,5900,
f_f003523,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,5000,
f_f003523,7,교통비,1,KTX/SRT(고속열차),Y,2,3148210024,한국철도공사,2023-06-15 09:03,1,53400,기차표
f_f003527,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,30000,
f_f003527,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,8300,
f_f003529,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,10000,
f_f003529,1,통행료,0,자가용(승용/승합/트럭 등등),N,1,,,,,4400,
f_f003530,13,교통비,0,시내/마을버스,N,3,,,,,10000,
f_f003530,4,교통비,0,택시,N,3,,,,,10400,
f_f003530,7,교통비,0,KTX/SRT(고속열차),N,3,,,,,43900,
f_f003537,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,12000,
f_f003547,50,교통비,0,버스 + 지하철,N,2,,,,,10000,
f_f003552,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,30000,
f_f003552,1,주차비,0,자가용(승용/승합/트럭 등등),N,3,,,,,2000,
f_f003552,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,15000,
f_f003553,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,50000,
f_f003553,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,20000,
f_f003557,4,교통비,1,택시,N,1,6988802216,,2023-06-23 19:39,1,6500,택시비
f_f003557,7,교통비,1,KTX/SRT(고속열차),Y,1,3148210024,한국철도공사,2023-06-16 03:23,1,26000,기차표
f_f003557,7,교통비,2,KTX/SRT(고속열차),Y,1,3148210024,한국철도공사,2023-06-22 07:56,1,25600,기차표 
f_f003559,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,5700,
f_f003562,4,교통비,0,택시,N,2,,,,,9100,
f_f003562,5,교통비,0,지하철,N,2,,,,,5200,
f_f003562,7,교통비,0,KTX/SRT(고속열차),N,2,,,,,40400,
f_f003563,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,40415,
f_f003563,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,4800,
f_f003569,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,10000,
f_f003576,13,교통비,0,시내/마을버스,N,2,,,,,9100,
f_f003576,7,교통비,1,KTX/SRT(고속열차),Y,2,3148210024,한국철도공사 ,2023-06-23 00:27,3,5000,기차표
f_f003576,7,교통비,3,KTX/SRT(고속열차),N,2,3148210024,한국철도공사,2023-06-24 17:22,1,8400,기차표
f_f003576,7,교통비,4,KTX/SRT(고속열차),N,2,3148210024,한국철도공사,2023-06-24 17:21,1,8400,기차표
f_f003581,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,30000,
f_f003581,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,6000,
f_f003581,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,12200,
f_f003585,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,50000,
f_f003585,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,16500,
f_f003590,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,5400,
f_f003594,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,9000,
f_f003598,50,교통비,0,버스 + 지하철,N,2,,,,,66000,
f_f003603,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,22000,
f_f003603,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,2500,
f_f003607,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,30000,
f_f003607,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,10800,
f_f003609,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,50000,
f_f003609,1,통행료,0,자가용(승용/승합/트럭 등등),N,1,,,,,9600,
f_f003611,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,40000,
f_f003611,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,7800,
f_f003617,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,50000,
f_f003617,1,주차비,0,자가용(승용/승합/트럭 등등),N,4,,,,,16000,
f_f003617,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,18000,
f_f003622,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,40000,
f_f003622,1,주차비,0,자가용(승용/승합/트럭 등등),N,1,,,,,5000,
f_f003622,8,교통비,0,새마을/무궁화열차,N,1,,,,,24100,
f_f003623,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,1000,
f_f003623,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,3000,
f_f003624,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,2600,
f_f003626,4,교통비,0,택시,N,1,,,,,5200,
f_f003626,8,교통비,0,새마을/무궁화열차,N,1,,,,,5600,
f_f003628,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,20000,
f_f003628,1,주차비,0,자가용(승용/승합/트럭 등등),N,1,,,,,1000,
f_f003636,12,교통비,0,시외/고속버스,N,1,,,,,45000,
f_f003639,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,30756,
f_f003639,1,통행료,0,자가용(승용/승합/트럭 등등),N,1,,,,,26600,
f_f003640,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,6700,
f_f003640,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,5800,
f_f003643,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,18000,
f_f003650,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,3400,
f_f003653,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,39061,
f_f003653,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,11700,
f_f003660,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,30000,
f_f003660,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,8000,
f_f003665,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,65000,
f_f003665,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,2500,
f_f003665,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,9000,
f_f003666,13,교통비,0,시내/마을버스,N,2,,,,,2800,
f_f003666,7,교통비,1,KTX/SRT(고속열차),Y,2,3148210024,한국철도공사,2023-06-19 19:00,3,2600,기차표
f_f003666,7,교통비,2,KTX/SRT(고속열차),Y,2,3148210024,한국철도공사 ,2023-06-19 18:58,1,21800,기차표
f_f003667,50,교통비,0,버스 + 지하철,N,2,,,,,11360,
f_f003667,7,교통비,0,KTX/SRT(고속열차),N,2,,,,,119600,
f_f003667,8,교통비,0,새마을/무궁화열차,N,2,,,,,19600,
f_f003672,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,2000,
f_f003672,5,교통비,0,지하철,N,1,,,,,6000,
f_f003679,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,6000,
f_f003704,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,20000,
f_f003704,1,주차비,0,자가용(승용/승합/트럭 등등),N,3,,,,,10500,
f_f003704,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,2400,
f_f003706,5,교통비,0,지하철,N,2,,,,,8800,
f_f003715,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,2000,
f_f003719,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,60000,
f_f003719,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,12000,
f_f003720,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,40000,
f_f003720,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,6580,
f_f003729,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,37700,
f_f003730,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,30000,
f_f003731,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,20000,
f_f003732,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,35000,
f_f003732,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,5000,
f_f003735,4,교통비,0,택시,N,3,,,,,11320,
f_f003735,5,교통비,0,지하철,N,3,,,,,6250,
f_f003739,5,교통비,0,지하철,N,2,,,,,9000,
f_f003742,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,20000,
f_f003742,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,16500,
f_f003744,4,교통비,0,택시,N,2,,,,,4000,
f_f003744,8,교통비,0,새마을/무궁화열차,N,2,,,,,10000,
f_f003749,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,50000,
f_f003749,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,14600,
f_f003750,11,교통비,0,관광버스,N,2,,,,,36000,
f_f003750,12,교통비,0,시외/고속버스,N,2,,,,,4850,
f_f003761,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,14000,
f_f003761,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,4000,
f_f003761,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,13600,
f_f003763,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,50000,
f_f003763,1,주차비,0,자가용(승용/승합/트럭 등등),N,4,,,,,8800,
f_f003763,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,14300,
f_f003763,4,교통비,0,택시,N,4,,,,,5800,
f_f003765,12,교통비,0,시외/고속버스,N,2,,,,,3500,
f_f003765,4,교통비,1,택시,N,2,,개인택시,2023-07-02 09:59,1,5300,택시비
f_f003765,4,교통비,2,택시,N,2,2218101513,한림상운(주),2023-07-02 16:06,1,4300,택시비
f_f003765,4,교통비,3,택시,N,2,,,2023-07-02 07:47,1,7300,택시비
f_f003768,50,교통비,0,버스 + 지하철,N,2,,,,,33600,
f_f003775,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,14000,
f_f003775,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,1900,
f_f003788,13,교통비,0,시내/마을버스,N,1,,,,,6000,
f_f003788,8,교통비,1,새마을/무궁화열차,N,1,3148210024,한국철도공사,2023-06-30 09:01,1,6400,기차표
f_f003788,8,교통비,2,새마을/무궁화열차,N,1,3148210024,한국철도공사,2023-06-30 16:54,1,6600,기차표
f_f003789,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,34028,
f_f003789,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,400,
f_f003789,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,800,
f_f003791,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,1700,
f_f003791,50,교통비,0,버스 + 지하철,N,2,,,,,11450,
f_f003796,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,2,,,,,65680,
f_f003796,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,45810,
f_f003796,2,통행료,0,렌터카(승용/승합/버스 등등),N,2,,,,,8500,
f_f003798,13,교통비,0,시내/마을버스,N,1,,,,,3400,
f_f003798,7,교통비,1,KTX/SRT(고속열차),Y,1,3058631590,주식회사 에스알,2023-06-26 00:00,1,47800,기차표
f_f003798,7,교통비,2,KTX/SRT(고속열차),Y,1,3058631590,주식회사 에스알,2023-06-26 00:00,1,47900,기차표 
f_f003799,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,90000,
f_f003799,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,36400,
f_f003804,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,10000,
f_f003804,1,주차비,0,자가용(승용/승합/트럭 등등),N,3,,,,,800,
f_f003808,50,교통비,0,버스 + 지하철,N,2,,,,,58000,
f_f003815,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,24000,
f_f003815,1,통행료,0,자가용(승용/승합/트럭 등등),N,1,,,,,8200,
f_f003820,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,4800,
f_f003827,13,교통비,0,시내/마을버스,N,1,,,,,2600,
f_f003827,8,교통비,0,새마을/무궁화열차,N,1,,,,,21600,
f_f003829,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,16000,
f_f003829,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,5800,
f_f003836,4,교통비,0,택시,N,2,,,,,11305,
f_f003836,50,교통비,0,버스 + 지하철,N,2,,,,,13000,
f_f003836,7,교통비,0,KTX/SRT(고속열차),N,2,,,,,31200,
f_f003836,8,교통비,0,새마을/무궁화열차,N,2,,,,,15000,
f_f003837,1,주차비,0,자가용(승용/승합/트럭 등등),N,3,,,,,2000,
f_f003837,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,6800,
f_f003838,13,교통비,0,시내/마을버스,N,2,,,,,2900,
f_f003838,2,렌탈비,1,렌터카(승용/승합/버스 등등),Y,2,3148653943,주식회사 피플카,2023-06-30 17:46,1,27340,렌트비
f_f003838,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,36720,
f_f003838,2,통행료,0,렌터카(승용/승합/버스 등등),N,2,,,,,10000,
f_f003844,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,30000,
f_f003844,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,2000,
f_f003844,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,3000,
f_f003848,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,20000,
f_f003848,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,5000,
f_f003849,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,7200,
f_f003854,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,10000,
f_f003854,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,2400,
f_f003857,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,50000,
f_f003857,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,1600,
f_f003863,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,11000,
f_f003868,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,50000,
f_f003868,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,5200,
f_f003872,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,30000,
f_f003872,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,4000,
f_f003880,4,교통비,0,택시,N,2,,,,,36800,
f_f003880,5,교통비,0,지하철,N,2,,,,,1350,
f_f003885,11,교통비,1,관광버스,Y,2,6052420374,주말엔,2023-07-20 13:06,1,13400,부산시티투어버스 
f_f003885,4,교통비,1,택시,N,2,6080924978,개인택시,2023-07-21 09:21,1,5000,택시비
f_f003885,4,교통비,2,택시,N,2,2188702371,한진택시협동조합,2023-07-21 19:23,1,5000,택시비
f_f003885,5,교통비,0,지하철,N,2,,,,,3000,
f_f003904,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,3400,
f_f003906,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,8000,
f_f003906,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,6300,
f_f003913,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,100000,
f_f003913,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,10000,
f_f003916,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,50000,
f_f003916,1,주차비,0,자가용(승용/승합/트럭 등등),N,3,,,,,6100,
f_f003916,4,교통비,0,택시,N,3,,,,,13080,
f_f003926,12,교통비,0,시외/고속버스,N,2,,,,,34400,
f_f003926,4,교통비,0,택시,N,2,,,,,28200,
f_f003928,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,122000,
f_f003928,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,36000,
f_f003931,50,교통비,0,버스 + 지하철,N,2,,,,,94000,
f_f003942,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,35211,
f_f003942,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,20200,
f_f003949,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,80000,
f_f003949,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,16400,
f_f003958,12,교통비,0,시외/고속버스,N,1,,,,,75000,
f_f003966,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,10100,
f_f004010,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,4000,
f_f004020,50,교통비,0,버스 + 지하철,N,2,,,,,14400,
f_f004020,7,교통비,0,KTX/SRT(고속열차),N,2,,,,,212400,
f_f004029,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,31000,
f_f004029,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,900,
f_f004029,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,25400,
f_f004030,4,교통비,1,택시,N,2,,카카오페이(택시),2023-07-09 12:35,1,12100,택시비
f_f004030,5,교통비,0,지하철,N,2,,,,,2000,
f_f004030,7,교통비,0,KTX/SRT(고속열차),N,2,,,,,40900,
f_f004045,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,750,
f_f004047,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,8000,
f_f004047,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,4000,
f_f004048,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,50000,
f_f004048,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,5600,
f_f004050,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,78000,
f_f004051,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,30000,
f_f004051,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,11000,
f_f004052,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,18000,
f_f004069,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,100000,
f_f004070,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,5000,
f_f004085,12,교통비,0,시외/고속버스,N,3,,,,,30000,
f_f004085,4,교통비,1,택시,N,3,2261210762,,2023-07-11 13:37,1,6600,택시비 
f_f004085,4,교통비,2,택시,N,3,2268101463,,2023-07-10 17:08,1,4000,택시비
f_f004085,4,교통비,3,택시,N,3,2260269852,,2023-07-10 11:59,1,4300,택시비
f_f004085,7,교통비,1,KTX/SRT(고속열차),Y,3,3148210024,한국철도공사 ,2023-06-20 10:08,1,78000,기차표
f_f004085,7,교통비,2,KTX/SRT(고속열차),Y,3,3148210024,한국철도공사,2023-06-20 10:13,1,76700,기차표
f_f004089,11,교통비,0,관광버스,N,4,,,,,20000,
f_f004089,4,교통비,0,택시,N,4,,,,,17900,
f_f004089,50,교통비,0,버스 + 지하철,N,4,,,,,11600,
f_f004092,2,렌탈비,1,렌터카(승용/승합/버스 등등),Y,3,2208791595,(주)그린카,2023-07-26 08:41,1,32010,렌트비 
f_f004092,2,통행료,0,렌터카(승용/승합/버스 등등),N,3,,,,,9800,
f_f004106,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,14800,
f_f004107,12,교통비,0,시외/고속버스,N,4,,,,,2800,
f_f004107,16,교통비,0,기타,N,4,,,,,42900,
f_f004107,4,교통비,0,택시,N,4,,,,,18000,
f_f004107,8,교통비,0,새마을/무궁화열차,N,4,,,,,2600,
f_f004110,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,50198,
f_f004110,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,30670,
f_f004116,12,교통비,0,시외/고속버스,N,2,,,,,85000,
f_f004116,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,2,,,,,40000,
f_f004118,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,70000,
f_f004122,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,60000,
f_f004122,1,주차비,0,자가용(승용/승합/트럭 등등),N,3,,,,,7000,
f_f004122,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,14200,
f_f004123,50,교통비,0,버스 + 지하철,N,2,,,,,40000,
f_f004123,7,교통비,0,KTX/SRT(고속열차),N,2,,,,,150000,
f_f004134,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,100000,
f_f004134,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,35000,
f_f004140,12,교통비,0,시외/고속버스,N,3,,,,,21200,
f_f004140,7,교통비,1,KTX/SRT(고속열차),N,3,3148210024,한국철도공사,2023-07-10 05:00,1,27600,기차표
f_f004159,4,교통비,0,택시,N,2,,,,,19600,
f_f004159,50,교통비,0,버스 + 지하철,N,2,,,,,36000,
f_f004166,12,교통비,0,시외/고속버스,N,2,,,,,38000,
f_f004171,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,50000,
f_f004171,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,25000,
f_f004173,4,교통비,0,택시,N,2,,,,,29500,
f_f004173,50,교통비,0,버스 + 지하철,N,2,,,,,10260,
f_f004176,4,교통비,1,택시,N,2,2260992352,개인택시,2023-07-08 16:08,1,42400,택시비 
f_f004176,4,교통비,2,택시,N,2,3260601830,개인택시,2023-07-09 09:15,1,45600,택시비
f_f004176,5,교통비,0,지하철,N,2,,,,,5000,
f_f004176,7,교통비,0,KTX/SRT(고속열차),N,2,,,,,105000,
f_f004178,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,87000,
f_f004178,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,18400,
f_f004187,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,4,,,,,221610,
f_f004187,2,주유비,0,렌터카(승용/승합/버스 등등),N,4,,,,,47550,
f_f004187,2,통행료,0,렌터카(승용/승합/버스 등등),N,4,,,,,10500,
f_f004191,5,교통비,0,지하철,N,1,,,,,6450,
f_f004191,7,교통비,1,KTX/SRT(고속열차),Y,1,3148210024,한국철도공사,2023-07-13 00:49,1,12000,기차표
f_f004191,7,교통비,2,KTX/SRT(고속열차),Y,1,3148210024,한국철도공사,2023-07-13 00:49,1,12700,기차표
f_f004192,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,30850,
f_f004192,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,12400,
f_f004193,4,교통비,0,택시,N,2,,,,,6600,
f_f004193,5,교통비,0,지하철,N,2,,,,,6000,
f_f004193,7,교통비,0,KTX/SRT(고속열차),N,2,,,,,79200,
f_f004199,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,20000,
f_f004199,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,11400,
f_f004200,1,주유비,0,자가용(승용/승합/트럭 등등),N,6,,,,,100000,
f_f004200,1,주차비,0,자가용(승용/승합/트럭 등등),N,6,,,,,2000,
f_f004200,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,20000,
f_f004209,50,교통비,0,버스 + 지하철,N,1,,,,,10950,
f_f004209,7,교통비,1,KTX/SRT(고속열차),Y,1,3148210024,한국철도공사,2023-07-10 05:51,3,27600,기차표
f_f004213,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,60000,
f_f004213,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,20000,
f_f004216,13,교통비,0,시내/마을버스,N,2,,,,,120000,
f_f004216,4,교통비,0,택시,N,2,,,,,4500,
f_f004216,7,교통비,0,KTX/SRT(고속열차),N,2,,,,,90000,
f_f004222,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,20000,
f_f004244,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,70000,
f_f004244,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,25800,
f_f004249,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,15000,
f_f004249,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,12000,
f_f004252,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,1,,,,,48000,
f_f004252,4,교통비,0,택시,N,1,,,,,8400,
f_f004252,7,교통비,0,KTX/SRT(고속열차),N,1,,,,,74600,
f_f004255,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,35000,
f_f004255,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,16800,
f_f004258,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,50000,
f_f004258,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,6000,
f_f004258,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,18000,
f_f004272,12,교통비,0,시외/고속버스,N,2,,,,,84600,
f_f004272,4,교통비,0,택시,N,2,,,,,56300,
f_f004276,12,교통비,0,시외/고속버스,N,2,,,,,42000,
f_f004277,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,50000,
f_f004277,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,4000,
f_f004291,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,1100,
f_f004308,4,교통비,1,택시,N,2,,,2023-07-12 21:52,1,4200,택시비
f_f004308,4,교통비,2,택시,N,2,6738601140,희망택시협동조합,2023-07-13 14:07,1,9810,택시비
f_f004308,4,교통비,3,택시,N,2,6738601140,희망택시협동조합,2023-07-13 15:29,1,25460,택시비
f_f004308,50,교통비,0,버스 + 지하철,N,2,,,,,15800,
f_f004308,7,교통비,0,KTX/SRT(고속열차),N,2,,,,,84000,
f_f004311,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,100000,
f_f004311,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,25000,
f_f004312,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,51124,
f_f004312,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,18600,
f_f004375,4,교통비,0,택시,N,2,,,,,17000,
f_f004375,50,교통비,0,버스 + 지하철,N,2,,,,,10400,
